market,asin,sku,fba,transfer,inbound,units30,vel,doc,ad30,risk,spending_low,name
CA,B0FYRJ1966,AH-RCPL-B14A,432,22,0,365,12.17,35.5,935.76,healthy,false,
CA,B0F45C2YHV,AH-RCTIRE10A,1113,33,0,888,29.6,37.6,2125.37,healthy,false,
CA,B0FW6WFX4D,AH-RCWHL14A,208,6,0,99,3.3,63.0,0,healthy,false,
CA,B07SHJVK4G,AH-TRKITA,2988,1,0,1323,44.1,67.8,2158.33,healthy,false,
CA,B0DVB4P9KQ,AH-VEHSHAM16A,165,1,0,53,1.77,93.2,0,healthy,false,
CA,B0B94G13CN,AH-RCPAINTA,2231,0,0,548,18.27,122.1,2247.87,healthy,false,
CA,B0H1NM7467,AH-RCPL-QA,73,68,0,9,0.3,243.3,0,healthy,false,
CA,B0F8JJM54R,AH-CLAYMITTA,63,0,0,3,0.1,630,0,healthy,false,
CA,B0H3QRH9B7,AH-PROMARKITA,45,0,0,1,0.03,1500,0,healthy,false,
CA,B0H1NP4461,AH-RCPV14A,74,3,0,1,0.03,2466.7,0,healthy,false,
CA,B08DDGFXPK,AH-810A,67,0,0,0,0,,0,no_sales,false,
CA,B0C4QX35KX,AH-TRPROAUPC,406,132,0,0,0,,0,no_sales,false,
CA,B0F3G1V5SF,AH-813A,239,90,0,0,0,,0,no_sales,false,
CA,B0H1SP98C3,AH-RCPV-QA,31,0,0,0,0,,0,no_sales,false,
CA,B0H51RDY69,AH-PROACKIT,0,0,0,0,0,,0,out_of_stock,false,
UK,B07SHJVK4G,AH-TRKITA,0,0,0,509,16.97,0,881.11,urgent,true,
UK,B084RQKLV8,AH-HLKITA,599,0,0,4901,163.37,3.7,7160.87,urgent,true,
UK,B0FW6WFX4D,AH-RCWHL14A,78,1,0,114,3.8,20.5,0,watch,false,
UK,B0FYRJ1966,AH-RCPL-B14A,181,0,0,225,7.5,24.1,243.38,watch,true,
UK,B0CQN1RXYB,AH-GLASSCOATA,89,0,0,92,3.07,29.0,235.20,watch,true,
UK,B0CN8HJSYM,AH-PROPAINTKITA,14,0,0,10,0.33,42.4,0,healthy,false,
UK,B0DJMW6283,AH-MICRTOWEL12A,62,0,0,35,1.17,53.0,0,healthy,false,
UK,B0F45C2YHV,AH-RCTIRE10A,1678,60,0,914,30.47,55.1,2294.37,healthy,false,
UK,B0B94G13CN,AH-RCPAINTA,473,0,0,216,7.2,65.7,605.75,healthy,false,
UK,B0DKVZRX69,AH-RCINT14A,773,0,0,113,3.77,205.0,351.63,healthy,false,
UK,B0DVB4P9KQ,AH-VEHSHAM16A,359,0,0,36,1.2,299.2,25.25,healthy,false,
UK,B0FX5WH19H,AH-MFDRYTWLA,19,0,0,0,0,,0,no_sales,false,
DE,B0FYRJ1966,AH-RCPL-B14A,24,0,0,36,1.2,20,0,watch,false,
DE,B0DKVZRX69,AH-RCINT14A,19,0,0,24,0.8,23.8,0,watch,false,
DE,B0F45C2YHV,AH-RCTIRE10A,504,150,0,403,13.43,37.5,1290.45,healthy,false,
DE,B07SHJVK4G,AH-TRKITA,419,0,0,306,10.2,41.1,688.15,healthy,false,
DE,B0B94G13CN,AH-RCPAINTA,326,0,0,75,2.5,130.4,0,healthy,false,
DE,B0CQN1RXYB,AH-GLASSCOATA,205,0,0,45,1.5,136.7,91.43,healthy,false,
DE,B0DJMW6283,AH-MICRTOWEL12A,281,1,0,12,0.4,702.5,0,healthy,false,
DE,B0CN8HJSYM,AH-PROPAINTKITA,25,0,0,1,0.03,833.3,0,healthy,false,
DE,B0DVB4P9KQ,AH-VEHSHAM16A,120,0,0,3,0.1,1200,0,healthy,false,
FR,B0DKVZRX69,AH-RCINT14A,19,0,0,8,0.27,70.4,0,healthy,false,
FR,B084RQKLV8,AH-HLKITA,4790,7,0,1131,37.7,127.1,2580.46,healthy,false,
FR,B0F45C2YHV,AH-RCTIRE10A,504,150,0,95,3.17,159.0,577.68,healthy,false,
FR,B07SHJVK4G,AH-TRKITA,423,0,0,78,2.6,162.7,194.79,healthy,false,
FR,B0FYRJ1966,AH-RCPL-B14A,24,0,0,4,0.13,184.6,0,healthy,false,
FR,B0DJMW6283,AH-MICRTOWEL12A,281,1,0,14,0.47,597.9,0,healthy,false,
FR,B0CQN1RXYB,AH-GLASSCOATA,205,0,0,8,0.27,759.3,44.72,healthy,false,
FR,B0DVB4P9KQ,AH-VEHSHAM16A,120,0,0,3,0.1,1200,0,healthy,false,
FR,B0B94G13CN,AH-RCPAINTA,326,0,0,8,0.27,1207.4,0,healthy,false,
FR,B0CN8HJSYM,AH-PROPAINTKITA,25,0,0,0,0,,0,no_sales,false,
IT,B0FYRJ1966,AH-RCPL-B14A,24,0,0,9,0.3,80,0,healthy,false,
IT,B0DKVZRX69,AH-RCINT14A,19,0,0,4,0.13,146.2,0,healthy,false,
IT,B0B94G13CN,AH-RCPAINTA,325,0,0,59,1.97,165.0,247.15,healthy,false,
IT,B07SHJVK4G,AH-TRKITA,419,0,0,28,0.93,450.5,41.80,healthy,false,
IT,B0CQN1RXYB,AH-GLASSCOATA,205,0,0,12,0.4,512.5,0,healthy,false,
IT,B084RQKLV8,AH-HLKITA,4790,7,0,256,8.53,561.5,542.26,healthy,false,
IT,B0DVB4P9KQ,AH-VEHSHAM16A,120,0,0,3,0.1,1200,0,healthy,false,
IT,B0DJMW6283,AH-MICRTOWEL12A,281,1,0,4,0.13,2161.5,0,healthy,false,
IT,B0F45C2YHV,AH-RCTIRE10A,504,150,0,4,0.13,3876.9,0,healthy,false,
IT,B0CN8HJSYM,AH-PROPAINTKITA,25,0,0,0,0,,0,no_sales,false,
ES,B0FYRJ1966,AH-RCPL-B14A,24,0,0,23,0.77,31.2,0,healthy,false,
ES,B07SHJVK4G,AH-TRKITA,423,0,0,93,3.1,136.5,149.27,healthy,false,
ES,B0DKVZRX69,AH-RCINT14A,19,0,0,4,0.13,146.2,0,healthy,false,
ES,B0B94G13CN,AH-RCPAINTA,326,0,0,57,1.9,171.6,528.97,healthy,false,
ES,B084RQKLV8,AH-HLKITA,4790,7,0,478,15.93,300.7,931.23,healthy,false,
ES,B0F45C2YHV,AH-RCTIRE10A,504,150,0,50,1.67,301.8,257.05,healthy,false,
ES,B0CQN1RXYB,AH-GLASSCOATA,205,0,0,13,0.43,476.7,14.76,healthy,false,
ES,B0DVB4P9KQ,AH-VEHSHAM16A,120,0,0,1,0.03,4000,0,healthy,false,
ES,B0DJMW6283,AH-MICRTOWEL12A,281,1,0,2,0.07,4014.3,0,healthy,false,
NL,B0FYRJ1966,AH-RCPL-B14A,24,0,0,13,0.43,55.8,0,healthy,false,
NL,B0DKVZRX69,AH-RCINT14A,19,0,0,7,0.23,82.6,0,healthy,false,
NL,B07SHJVK4G,AH-TRKITA,423,0,0,92,3.07,137.8,56.59,healthy,false,
NL,B0CQN1RXYB,AH-GLASSCOATA,205,0,0,17,0.57,359.6,39.48,healthy,false,
NL,B084RQKLV8,AH-HLKITA,4790,7,0,238,7.93,604.0,113.91,healthy,false,
NL,B0F45C2YHV,AH-RCTIRE10A,504,150,0,24,0.8,630,19.60,healthy,false,
NL,B0B94G13CN,AH-RCPAINTA,326,0,0,6,0.2,1630,0,healthy,false,
NL,B0DJMW6283,AH-MICRTOWEL12A,281,1,0,2,0.07,4014.3,0,healthy,false,
AU,B07SHJVK4G,AH-TRKITA,0,0,0,348,11.6,0,672.78,urgent,true,
AU,B0DVB4P9KQ,AH-VEHSHAM16A,13,2,0,18,0.6,21.7,0,watch,false,
AU,B0FYRJ1966,AH-RCPL-B14A,89,1,0,74,2.47,36.0,250.28,healthy,false,
AU,B0FW6WFX4D,AH-RCWHL14A,22,2,0,17,0.57,38.6,0,healthy,false,
AU,B0DJMW6283,AH-MICRTOWEL12A,26,0,0,18,0.6,43.3,0,healthy,false,
AU,B084RQKLV8,AH-HLKITA,2298,2,0,1255,41.83,54.9,1794.14,healthy,false,
AU,B0F45C2YHV,AH-RCTIRE10A,275,1,0,119,3.97,69.3,283.34,healthy,false,
AU,B0B94G13CN,AH-RCPAINTA,279,2,0,68,2.27,122.9,182.31,healthy,false,
AU,B0CQN1RXYB,AH-GLASSCOATA,253,3,0,56,1.87,135.3,155.24,healthy,false,
AU,B0CN8HJSYM,AH-PROPAINTKITA,26,0,0,2,0.07,371.4,0,healthy,false,
