market,asin,sku,fba,transfer,inbound,units30,vel,doc,ad30,risk,spending_low,name
FR,B0CN8HJSYM,AH-PROPAINTKITA,26,0,0,0,0,,0,no_sales,false,
FR,B0DVB4P9KQ,AH-VEHSHAM16A,122,0,0,0,0,,0,no_sales,false,
IT,B0FYRJ1966,AH-RCPL-B14A,55,0,0,14,0.47,117.0,0,healthy,false,
IT,B0FW6WFX4D,AH-RCWHL14A,6,0,0,1,0.03,200,0,healthy,false,
IT,B0DKVZRX69,AH-RCINT14A,26,3,0,3,0.1,260,0,healthy,false,
IT,B0B94G13CN,AH-RCPAINTA,409,0,0,43,1.43,286.0,239.90,healthy,false,
IT,B084RQKLV8,AH-HLKITA,3721,2166,0,245,8.17,455.4,525.71,healthy,false,
IT,B0CQN1RXYB,AH-GLASSCOATA,231,150,0,15,0.5,462,0,healthy,false,
IT,B0DVB4P9KQ,AH-VEHSHAM16A,122,0,0,5,0.17,717.6,0,healthy,false,
IT,B07SHJVK4G,AH-TRKITA,596,105,0,13,0.43,1386.0,26.62,healthy,false,
IT,B0DJMW6283,AH-MICRTOWEL12A,273,17,0,5,0.17,1605.9,0,healthy,false,
IT,B0F45C2YHV,AH-RCTIRE10A,763,90,0,3,0.1,7630,0,healthy,false,
IT,B0CN8HJSYM,AH-PROPAINTKITA,26,0,0,0,0,,0,no_sales,false,
ES,B0FW6WFX4D,AH-RCWHL14A,6,0,0,4,0.13,46.2,0,healthy,false,
ES,B0FYRJ1966,AH-RCPL-B14A,55,0,0,30,1,55,0,healthy,false,
ES,B0DKVZRX69,AH-RCINT14A,26,3,0,6,0.2,130,0,healthy,false,
ES,B07SHJVK4G,AH-TRKITA,601,105,0,75,2.5,240.4,101.36,healthy,false,
ES,B084RQKLV8,AH-HLKITA,3721,2166,0,455,15.17,245.3,865.60,healthy,false,
ES,B0F45C2YHV,AH-RCTIRE10A,763,90,0,67,2.23,342.2,305.18,healthy,false,
ES,B0B94G13CN,AH-RCPAINTA,409,0,0,32,1.07,382.2,296.64,healthy,false,
ES,B0CQN1RXYB,AH-GLASSCOATA,231,150,0,9,0.3,770,19.94,healthy,false,
ES,B0DVB4P9KQ,AH-VEHSHAM16A,122,0,0,2,0.07,1742.9,0,healthy,false,
ES,B0DJMW6283,AH-MICRTOWEL12A,273,17,0,3,0.1,2730,0,healthy,false,
NL,B0FYRJ1966,AH-RCPL-B14A,55,0,0,26,0.87,63.2,0,healthy,false,
NL,B0DKVZRX69,AH-RCINT14A,26,3,0,5,0.17,152.9,0,healthy,false,
NL,B0FW6WFX4D,AH-RCWHL14A,6,0,0,1,0.03,200,0,healthy,false,
NL,B07SHJVK4G,AH-TRKITA,601,105,0,71,2.37,253.6,44.81,healthy,false,
NL,B0CQN1RXYB,AH-GLASSCOATA,231,150,0,19,0.63,366.7,50.91,healthy,false,
NL,B084RQKLV8,AH-HLKITA,3721,2166,0,240,8,465.1,165.23,healthy,false,
NL,B0F45C2YHV,AH-RCTIRE10A,763,90,0,23,0.77,990.9,17.16,healthy,false,
NL,B0DJMW6283,AH-MICRTOWEL12A,273,17,0,2,0.07,3900,0,healthy,false,
NL,B0B94G13CN,AH-RCPAINTA,409,0,0,2,0.07,5842.9,0,healthy,false,
CA,B0H3QRH9B7,AH-PROMARKITA,4,0,0,5,0.17,23.5,0,watch,false,
CA,B084RQKLV8,AH-HLKITA,5732,1,0,5911,197.03,29.1,9220.22,watch,true,
CA,B0F45C2YHV,AH-RCTIRE10A,1344,32,0,977,32.57,41.3,2281.74,healthy,false,
CA,B0DJMW6283,AH-MICRTOWEL12A,72,1,0,50,1.67,43.1,0,healthy,false,
CA,B07SHJVK4G,AH-TRKITA,2234,1,0,1512,50.4,44.3,2613.05,healthy,false,
CA,B0FYRJ1966,AH-RCPL-B14A,563,2,0,323,10.77,52.3,770.97,healthy,false,
CA,B0FW6WFX4D,AH-RCWHL14A,233,3,0,93,3.1,75.2,0,healthy,false,
CA,B0DVB4P9KQ,AH-VEHSHAM16A,185,0,0,53,1.77,104.5,0,healthy,false,
CA,B0B94G13CN,AH-RCPAINTA,2128,237,0,602,20.07,106.0,2522.92,healthy,false,
CA,B0H1NM7467,AH-RCPL-QA,33,198,0,9,0.3,110,0,healthy,false,
CA,B0F8JJM54R,AH-CLAYMITTA,78,1,0,5,0.17,458.8,0,healthy,false,
CA,B08DDGFXPK,AH-810A,99,47,0,0,0,,0,no_sales,false,
CA,B0C4QX35KX,AH-TRPROAUPC,164,132,0,0,0,,0,no_sales,false,
CA,B0F3G1V5SF,AH-813A,207,31,0,0,0,,0,no_sales,false,
AU,B0DKVZRX69,AH-RCINT14A,4,0,0,41,1.37,2.9,0,urgent,false,
AU,B07SHJVK4G,AH-TRKITA,74,1,0,357,11.9,6.2,751.77,urgent,true,
AU,B0DJMW6283,AH-MICRTOWEL12A,29,0,0,29,0.97,29.9,0,watch,false,
AU,B0FYRJ1966,AH-RCPL-B14A,107,2,0,92,3.07,34.9,255.63,healthy,false,
AU,B0DVB4P9KQ,AH-VEHSHAM16A,21,0,0,15,0.5,42,0,healthy,false,
AU,B084RQKLV8,AH-HLKITA,2663,0,0,1219,40.63,65.5,1701.76,healthy,false,
AU,B0FW6WFX4D,AH-RCWHL14A,30,0,0,13,0.43,69.8,0,healthy,false,
AU,B0F45C2YHV,AH-RCTIRE10A,313,0,0,127,4.23,74.0,297.74,healthy,false,
AU,B0CQN1RXYB,AH-GLASSCOATA,266,5,0,67,2.23,119.3,200.56,healthy,false,
AU,B0B94G13CN,AH-RCPAINTA,304,0,0,66,2.2,138.2,178.37,healthy,false,
AU,B0CN8HJSYM,AH-PROPAINTKITA,27,0,0,1,0.03,900,0,healthy,false,
US,B0CN8MFBLH,AH-PROPAINT12,0,0,0,1,0.03,0,21.47,urgent,true,Professional Ceramic Coating 360 ml Kit
US,B0CXKPY6B8,AH-HLPRO10,0,0,0,13,0.43,0,0,urgent,false,"Headlight Restoration Pro Kit, 10 Vehicle Bundle"
US,B0DKVBTNNT,AH-RCINT14-2PK,0,0,0,95,3.17,0,0,urgent,false,Interior Detailer 2 Pack
US,B0F23KPC5G,AH-BNDL-ALLIN,0,0,0,2,0.07,0,13.82,urgent,true,"Car Wash and Detailing Kit, All In, 11 Piece"
US,B0F2BFSMZT,AH-BNDL-PRO,0,0,0,2,0.07,0,0,urgent,false,"Ceramic Coating Kit for Cars, 5 Piece"
US,B0F3GD9G6N,AH-BNDL-FLCVR,0,0,0,14,0.47,0,6.21,urgent,true,"Car Detailing Bundle, Fully Covered, 8 Piece"
US,B0H1SP98C3,AH-RCPV-QA,0,39,0,13,0.43,0,0,urgent,false,
US,B0H1NM7467,AH-RCPL-QA,33,198,0,197,6.57,5.0,0,urgent,false,
US,B0H3QRH9B7,AH-PROMARKITA,4,0,0,17,0.57,7.0,7.59,urgent,true,
US,B08FF6X75N,AH-828A,260,120,0,1035,34.5,7.5,0,urgent,false,
US,B0B94G13CN,AH-RCPAINTA,1427,514,0,5701,190.03,7.5,10612.75,urgent,true,
US,B0DKVZRX69,AH-RCINT14A,486,425,0,1775,59.17,8.2,3994.91,urgent,true,
US,B07SHJVK4G,AH-TRKITA,4728,5112,0,16126,537.53,8.8,21621.31,urgent,true,
US,B0FYRJ1966,AH-RCPL-B14A,1563,134,0,4438,147.93,10.6,9609.94,urgent,true,
US,B0C4QX35KX,AH-TRPROAUPC,162,132,0,448,14.93,10.9,0,urgent,false,
US,B084RQKLV8,AH-HLKITA,19037,9459,0,44158,1471.93,12.9,55608.43,urgent,true,
US,B0DH5ZC1N4,AH-FOAMAPP3,88,98,0,201,6.7,13.1,0,urgent,false,
US,B0H1NDSGVJ,AH-RCINT-QA,32,79,0,58,1.93,16.6,0,watch,false,
US,B08DDGFXPK,AH-810A,98,47,0,147,4.9,20,0,watch,false,
US,B0GY1XLQMS,AH-RCTIRE-QA,230,333,0,334,11.13,20.7,0,watch,false,
US,B0DH5HKH5R,AH-SPONGE3A,193,243,0,260,8.67,22.3,0,watch,false,
US,B0H1NP4461,AH-RCPV14A,109,4,0,146,4.87,22.4,0,watch,false,
US,B0CN8HJSYM,AH-PROPAINTKITA,403,0,0,506,16.87,23.9,4116.25,watch,true,
US,B0FW6WFX4D,AH-RCWHL14A,471,391,0,586,19.53,24.1,238.01,watch,true,
US,B0H3QLBNZF,AH-PROPVKITA,16,16,0,19,0.63,25.4,1.20,watch,true,
US,B08DDJ49X7,AH-811A,148,0,0,171,5.7,26.0,95.08,watch,true,
US,B0F2JBJXYJ,AH-RCACA,32,85,0,34,1.13,28.3,0,watch,false,
US,B0DJMW6283,AH-MICRTOWEL12A,1999,1794,0,2065,68.83,29.0,1011.44,watch,true,
US,B0DVV6K9Y6,AH-VEHSHAM32A,793,316,0,694,23.13,34.3,1040.11,healthy,false,
US,B0GYBH76BR,AH-PROWHLKITA,69,0,0,50,1.67,41.3,19.30,healthy,false,
